PS-b-2PLA	
X:	Y:
22.61167	-8.879
22.61333	-9.005
22.615	-9.109
22.61667	-9.225
22.61833	-9.357
22.62	-9.486
22.62167	-9.594
22.62333	-9.713
22.625	-9.846
22.62667	-9.976
22.62833	-10.082
22.63	-10.2
22.63167	-10.335
22.63333	-10.463
22.635	-10.571
22.63667	-10.692
22.63833	-10.824
22.64	-10.95
22.64167	-11.053
22.64333	-11.175
22.645	-11.308
22.64667	-11.439
22.64833	-11.543
22.65	-11.66
22.65167	-11.794
22.65333	-11.921
22.655	-12.019
22.65667	-12.133
22.65833	-12.261
22.66	-12.386
22.66167	-12.483
22.66333	-12.595
22.665	-12.723
22.66667	-12.846
22.66833	-12.945
22.67	-13.056
22.67167	-13.18
22.67333	-13.3
22.675	-13.393
22.67667	-13.502
22.67833	-13.622
22.68	-13.739
22.68167	-13.83
22.68333	-13.936
22.685	-14.053
22.68667	-14.163
22.68833	-14.244
22.69	-14.344
22.69167	-14.456
22.69333	-14.566
22.695	-14.649
22.69667	-14.744
22.69833	-14.856
22.7	-14.96
22.70167	-15.036
22.70333	-15.121
22.705	-15.219
22.70667	-15.316
22.70833	-15.391
22.71	-15.474
22.71167	-15.566
22.71333	-15.656
22.715	-15.721
22.71667	-15.797
22.71833	-15.888
22.72	-15.972
22.72167	-16.029
22.72333	-16.098
22.725	-16.184
22.72667	-16.265
22.72833	-16.318
22.73	-16.378
22.73167	-16.451
22.73333	-16.521
22.735	-16.564
22.73667	-16.62
22.73833	-16.687
22.74	-16.75
22.74167	-16.79
22.74333	-16.839
22.745	-16.899
22.74667	-16.958
22.74833	-16.989
22.75	-17.028
22.75167	-17.077
22.75333	-17.12
22.755	-17.139
22.75667	-17.17
22.75833	-17.215
22.76	-17.256
22.76167	-17.272
22.76333	-17.296
22.765	-17.329
22.76667	-17.364
22.76833	-17.375
22.77	-17.39
22.77167	-17.416
22.77333	-17.436
22.775	-17.43
22.77667	-17.435
22.77833	-17.45
22.78	-17.464
22.78167	-17.453
22.78333	-17.451
22.785	-17.46
22.78667	-17.47
22.78833	-17.451
22.79	-17.441
22.79167	-17.442
22.79333	-17.442
22.795	-17.414
22.79667	-17.393
22.79833	-17.388
22.8	-17.379
22.80167	-17.346
22.80333	-17.318
22.805	-17.303
22.80667	-17.286
22.80833	-17.238
22.81	-17.198
22.81167	-17.176
22.81333	-17.154
22.815	-17.103
22.81667	-17.056
22.81833	-17.025
22.82	-16.991
22.82167	-16.933
22.82333	-16.882
22.825	-16.845
22.82667	-16.802
22.82833	-16.732
22.83	-16.671
22.83167	-16.624
22.83333	-16.577
22.835	-16.503
22.83667	-16.435
22.83833	-16.38
22.84	-16.322
22.84167	-16.242
22.84333	-16.171
22.845	-16.116
22.84667	-16.06
22.84833	-15.972
22.85	-15.893
22.85167	-15.829
22.85333	-15.763
22.855	-15.668
22.85667	-15.582
22.85833	-15.509
22.86	-15.435
22.86167	-15.337
22.86333	-15.249
22.865	-15.173
22.86667	-15.097
22.86833	-14.995
22.87	-14.897
22.87167	-14.812
22.87333	-14.729
22.875	-14.621
22.87667	-14.519
22.87833	-14.432
22.88	-14.348
22.88167	-14.239
22.88333	-14.134
22.885	-14.043
22.88667	-13.952
22.88833	-13.837
22.89	-13.729
22.89167	-13.632
22.89333	-13.54
22.895	-13.423
22.89667	-13.314
22.89833	-13.217
22.9	-13.119
22.90167	-12.995
22.90333	-12.879
22.905	-12.778
22.90667	-12.681
22.90833	-12.562
22.91	-12.445
22.91167	-12.347
22.91333	-12.253
22.915	-12.129
22.91667	-12.009
22.91833	-11.905
22.92	-11.808
22.92167	-11.678
22.92333	-11.557
22.925	-11.453
22.92667	-11.349
22.92833	-11.222
22.93	-11.102
22.93167	-10.995
22.93333	-10.892
22.935	-10.765
22.93667	-10.647
22.93833	-10.543
22.94	-10.443
22.94167	-10.318
22.94333	-10.2
22.945	-10.097
22.94667	-9.997
22.94833	-9.875
22.95	-9.752
22.95167	-9.646
22.95333	-9.55
22.955	-9.428
22.95667	-9.309
22.95833	-9.207
22.96	-9.109
22.96167	-8.984
22.96333	-8.862
22.965	-8.76
22.96667	-8.666
22.96833	-8.547
22.97	-8.431
22.97167	-8.332
22.97333	-8.236
22.975	-8.115
22.97667	-7.997
22.97833	-7.897
22.98	-7.802
22.98167	-7.685
22.98333	-7.572
22.985	-7.474
22.98667	-7.386
22.98833	-7.275
22.99	-7.166
22.99167	-7.072
22.99333	-6.983
22.995	-6.868
22.99667	-6.763
22.99833	-6.678
23	-6.595
23.00167	-6.487
23.00333	-6.382
23.005	-6.291
23.00667	-6.209
23.00833	-6.104
23.01	-5.997
23.01167	-5.912
23.01333	-5.834
23.015	-5.732
23.01667	-5.633
23.01833	-5.547
23.02	-5.468
23.02167	-5.369
23.02333	-5.274
23.025	-5.196
23.02667	-5.122
23.02833	-5.025
23.03	-4.933
23.03167	-4.86
23.03333	-4.791
23.035	-4.702
23.03667	-4.609
23.03833	-4.534
23.04	-4.468
23.04167	-4.381
23.04333	-4.296
23.045	-4.227
23.04667	-4.162
23.04833	-4.075
23.05	-3.99
23.05167	-3.923
23.05333	-3.867
23.055	-3.787
23.05667	-3.71
23.05833	-3.648
23.06	-3.593
23.06167	-3.519
23.06333	-3.44
23.065	-3.378
23.06667	-3.33
23.06833	-3.26
23.07	-3.188
23.07167	-3.133
23.07333	-3.081
23.075	-3.007
23.07667	-2.939
23.07833	-2.89
23.08	-2.842
23.08167	-2.773
23.08333	-2.707
23.085	-2.657
23.08667	-2.615
23.08833	-2.551
23.09	-2.487
23.09167	-2.443
23.09333	-2.404
23.095	-2.343
23.09667	-2.278
23.09833	-2.235
23.1	-2.199
23.10167	-2.141
23.10333	-2.081
23.105	-2.038
23.10667	-2.007
23.10833	-1.955
23.11	-1.898
23.11167	-1.861
23.11333	-1.828
23.115	-1.775
23.11667	-1.72
23.11833	-1.683
23.12	-1.658
23.12167	-1.61
23.12333	-1.561
23.125	-1.532
23.12667	-1.509
23.12833	-1.463
23.13	-1.418
23.13167	-1.389
23.13333	-1.364
23.135	-1.321
23.13667	-1.279
23.13833	-1.25
23.14	-1.227
23.14167	-1.188
23.14333	-1.145
23.145	-1.12
23.14667	-1.104
23.14833	-1.066
23.15	-1.025
23.15167	-1.002
23.15333	-0.984
23.155	-0.948
23.15667	-0.912
23.15833	-0.895
23.16	-0.883
23.16167	-0.849
23.16333	-0.809
23.165	-0.787
23.16667	-0.775
23.16833	-0.744
23.17	-0.709
23.17167	-0.691
23.17333	-0.681
23.175	-0.652
23.17667	-0.622
23.17833	-0.608
23.18	-0.597
23.18167	-0.571
23.18333	-0.541
23.185	-0.527
23.18667	-0.517
23.18833	-0.491
23.19	-0.459
23.19167	-0.449
23.19333	-0.447
23.195	-0.424
23.19667	-0.396
23.19833	-0.387
23.2	-0.382
23.20167	-0.359
23.20333	-0.33
23.205	-0.319
23.20667	-0.319
23.20833	-0.299
23.21	-0.272
23.21167	-0.262
23.21333	-0.261
23.215	-0.24
23.21667	-0.21
23.21833	-0.203
23.22	-0.205
23.22167	-0.186
23.22333	-0.163
23.225	-0.158
23.22667	-0.157
23.22833	-0.137
23.23	-0.116
23.23167	-0.11
23.23333	-0.112
23.235	-0.092
23.23667	-0.07
23.23833	-0.065
23.24	-0.068
23.24167	-0.055
23.24333	-0.035
23.245	-0.032
23.24667	-0.036
23.24833	-0.022
23.25	-0.001
23.25167	-0.001
23.25333	-0.005
23.255	0.011
23.25667	0.033
23.25833	0.037
23.26	0.031
23.26167	0.041
23.26333	0.059
23.265	0.061
23.26667	0.055
23.26833	0.064
23.27	0.083
23.27167	0.088
23.27333	0.084
23.275	0.095
23.27667	0.114
23.27833	0.115
23.28	0.103
23.28167	0.111
23.28333	0.132
23.285	0.136
23.28667	0.13
23.28833	0.142
23.29	0.16
23.29167	0.158
23.29333	0.148
23.295	0.16
23.29667	0.181
23.29833	0.18
23.3	0.171
23.30167	0.179
23.30333	0.194
23.305	0.191
23.30667	0.186
23.30833	0.193
23.31	0.209
23.31167	0.211
23.31333	0.201
23.315	0.207
23.31667	0.221
23.31833	0.22
23.32	0.213
23.32167	0.217
23.32333	0.231
23.325	0.233
23.32667	0.22
23.32833	0.224
23.33	0.239
23.33167	0.239
23.33333	0.227
23.335	0.231
23.33667	0.252
23.33833	0.253
23.34	0.243
23.34167	0.247
23.34333	0.265
23.345	0.26
23.34667	0.252
23.34833	0.256
23.35	0.273
23.35167	0.276
23.35333	0.268
23.355	0.27
23.35667	0.282
23.35833	0.28
23.36	0.268
23.36167	0.276
23.36333	0.296
23.365	0.295
23.36667	0.279
23.36833	0.282
23.37	0.295
23.37167	0.293
23.37333	0.281
23.375	0.28
23.37667	0.297
23.37833	0.296
23.38	0.283
23.38167	0.289
23.38333	0.306
23.385	0.304
23.38667	0.294
23.38833	0.296
23.39	0.31
23.39167	0.31
23.39333	0.299
23.395	0.3
23.39667	0.313
23.39833	0.312
23.4	0.299
23.40167	0.301
23.40333	0.313
23.405	0.311
23.40667	0.3
23.40833	0.303
23.41	0.32
23.41167	0.318
23.41333	0.303
23.415	0.301
23.41667	0.317
23.41833	0.316
23.42	0.304
23.42167	0.306
23.42333	0.32
23.425	0.322
23.42667	0.314
23.42833	0.315
23.43	0.331
23.43167	0.329
23.43333	0.318
23.435	0.32
23.43667	0.333
23.43833	0.33
23.44	0.317
23.44167	0.318
23.44333	0.334
23.445	0.333
23.44667	0.321
23.44833	0.322
23.45	0.337
23.45167	0.338
23.45333	0.326
23.455	0.326
23.45667	0.341
23.45833	0.343
23.46	0.336
23.46167	0.337
23.46333	0.35
23.465	0.346
23.46667	0.331
23.46833	0.331
23.47	0.346
23.47167	0.343
23.47333	0.329
23.475	0.33
23.47667	0.345
23.47833	0.344
23.48	0.33
23.48167	0.327
23.48333	0.343
23.485	0.34
23.48667	0.328
23.48833	0.331
23.49	0.349
23.49167	0.347
23.49333	0.337
23.495	0.336
23.49667	0.352
23.49833	0.354
23.5	0.345
23.50167	0.345
23.50333	0.361
23.505	0.36
23.50667	0.346
23.50833	0.345
23.51	0.356
23.51167	0.356
23.51333	0.342
23.515	0.338
23.51667	0.352
23.51833	0.352
23.52	0.337
23.52167	0.334
23.52333	0.346
23.525	0.345
23.52667	0.333
23.52833	0.33
23.53	0.346
23.53167	0.348
23.53333	0.337
23.535	0.335
23.53667	0.353
23.53833	0.357
23.54	0.346
23.54167	0.345
23.54333	0.361
23.545	0.361
23.54667	0.349
23.54833	0.344
23.55	0.358
23.55167	0.359
23.55333	0.344
23.555	0.344
23.55667	0.359
23.55833	0.357
23.56	0.349
23.56167	0.349
23.56333	0.367
23.565	0.367
23.56667	0.353
23.56833	0.352
23.57	0.368
23.57167	0.367
23.57333	0.354
23.575	0.356
23.57667	0.373
23.57833	0.373
23.58	0.358
23.58167	0.353
23.58333	0.365
23.585	0.365
23.58667	0.353
23.58833	0.35
23.59	0.365
23.59167	0.368
23.59333	0.357
23.595	0.352
23.59667	0.363
23.59833	0.36
23.6	0.346
23.60167	0.347
23.60333	0.369
23.605	0.369
23.60667	0.355
23.60833	0.348
23.61	0.362
23.61167	0.365
23.61333	0.353
23.615	0.352
23.61667	0.369
23.61833	0.369
23.62	0.356
23.62167	0.353
23.62333	0.366
23.625	0.37
23.62667	0.357
23.62833	0.353
23.63	0.367
23.63167	0.365
23.63333	0.354
23.635	0.352
23.63667	0.366
23.63833	0.367
23.64	0.358
23.64167	0.351
23.64333	0.367
23.645	0.371
23.64667	0.361
23.64833	0.36
23.65	0.375
23.65167	0.377
23.65333	0.364
23.655	0.36
23.65667	0.373
23.65833	0.378
23.66	0.367
23.66167	0.36
23.66333	0.375
23.665	0.376
23.66667	0.362
23.66833	0.355
23.67	0.371
23.67167	0.372
23.67333	0.359
23.675	0.355
23.67667	0.368
23.67833	0.369
23.68	0.357
23.68167	0.355
23.68333	0.373
23.685	0.374
23.68667	0.362
23.68833	0.357
23.69	0.374
23.69167	0.375
23.69333	0.361
23.695	0.358
23.69667	0.377
23.69833	0.381
23.7	0.369
23.70167	0.364
23.70333	0.377
23.705	0.377
23.70667	0.365
23.70833	0.359
23.71	0.371
23.71167	0.374
23.71333	0.367
23.715	0.36
23.71667	0.375
23.71833	0.379
23.72	0.366
23.72167	0.363
23.72333	0.379
23.725	0.384
23.72667	0.371
23.72833	0.363
23.73	0.374
23.73167	0.375
23.73333	0.365
23.735	0.362
23.73667	0.375
23.73833	0.38
23.74	0.371
23.74167	0.366
23.74333	0.378
23.745	0.382
23.74667	0.371
23.74833	0.365
23.75	0.379
23.75167	0.379
23.75333	0.365
23.755	0.357
23.75667	0.372
23.75833	0.379
23.76	0.37
23.76167	0.363
23.76333	0.379
23.765	0.382
23.76667	0.367
23.76833	0.36
23.77	0.372
23.77167	0.376
23.77333	0.365
23.775	0.358
23.77667	0.374
23.77833	0.381
23.78	0.373
23.78167	0.37
23.78333	0.383
23.785	0.383
23.78667	0.37
23.78833	0.363
23.79	0.378
23.79167	0.38
23.79333	0.368
23.795	0.362
23.79667	0.375
23.79833	0.38
23.8	0.369
23.80167	0.359
23.80333	0.375
23.805	0.378
23.80667	0.368
23.80833	0.359
23.81	0.377
23.81167	0.385
23.81333	0.373
23.815	0.368
23.81667	0.381
23.81833	0.382
23.82	0.371
23.82167	0.364
23.82333	0.379
23.825	0.383
23.82667	0.372
23.82833	0.363
23.83	0.381
23.83167	0.387
23.83333	0.374
23.835	0.368
23.83667	0.386
23.83833	0.392
23.84	0.381
23.84167	0.373
23.84333	0.386
23.845	0.387
23.84667	0.375
23.84833	0.369
23.85	0.384
23.85167	0.387
23.85333	0.375
23.855	0.365
23.85667	0.381
23.85833	0.389
23.86	0.376
23.86167	0.366
23.86333	0.378
23.865	0.383
23.86667	0.374
23.86833	0.361
23.87	0.375
23.87167	0.378
23.87333	0.365
23.875	0.356
23.87667	0.371
23.87833	0.38
23.88	0.369
23.88167	0.36
23.88333	0.373
23.885	0.379
23.88667	0.371
23.88833	0.356
23.89	0.371
23.89167	0.38
23.89333	0.371
23.895	0.359
23.89667	0.374
23.89833	0.385
23.9	0.378
23.90167	0.363
23.90333	0.371
23.905	0.375
23.90667	0.363
23.90833	0.354
23.91	0.366
23.91167	0.379
23.91333	0.374
23.915	0.361
23.91667	0.371
23.91833	0.38
23.92	0.372
23.92167	0.359
23.92333	0.371
23.925	0.383
23.92667	0.38
23.92833	0.363
23.93	0.373
23.93167	0.384
23.93333	0.38
23.935	0.368
23.93667	0.376
23.93833	0.385
23.94	0.374
23.94167	0.362
23.94333	0.374
23.945	0.384
23.94667	0.376
23.94833	0.361
23.95	0.372
23.95167	0.382
23.95333	0.378
23.955	0.366
23.95667	0.374
23.95833	0.386
23.96	0.378
23.96167	0.367
23.96333	0.376
23.965	0.386
23.96667	0.376
23.96833	0.364
23.97	0.374
23.97167	0.384
23.97333	0.377
23.975	0.362
23.97667	0.371
23.97833	0.381
23.98	0.375
23.98167	0.362
23.98333	0.37
23.985	0.38
23.98667	0.374
23.98833	0.362
23.99	0.369
23.99167	0.382
23.99333	0.376
23.995	0.367
23.99667	0.377
23.99833	0.387
24	0.38
24.00167	0.361
24.00333	0.367
24.005	0.381
24.00667	0.376
24.00833	0.367
24.01	0.374
24.01167	0.384
24.01333	0.376
24.015	0.364
24.01667	0.369
24.01833	0.381
24.02	0.374
24.02167	0.36
24.02333	0.369
24.025	0.38
24.02667	0.377
24.02833	0.365
24.03	0.373
24.03167	0.383
24.03333	0.373
24.035	0.361
24.03667	0.367
24.03833	0.379
24.04	0.377
24.04167	0.367
24.04333	0.376
24.045	0.388
24.04667	0.382
24.04833	0.371
24.05	0.377
24.05167	0.392
24.05333	0.386
24.055	0.374
24.05667	0.379
24.05833	0.393
24.06	0.385
24.06167	0.368
24.06333	0.373
24.065	0.387
24.06667	0.383
24.06833	0.368
24.07	0.374
24.07167	0.388
24.07333	0.382
24.075	0.37
24.07667	0.377
24.07833	0.385
24.08	0.377
24.08167	0.365
24.08333	0.377
24.085	0.391
24.08667	0.386
24.08833	0.374
24.09	0.379
24.09167	0.391
24.09333	0.389
24.095	0.375
24.09667	0.383
24.09833	0.394
24.1	0.389
24.10167	0.377
24.10333	0.378
24.105	0.389
24.10667	0.386
24.10833	0.375
24.11	0.381
24.11167	0.393
24.11333	0.391
24.115	0.378
24.11667	0.38
24.11833	0.393
24.12	0.385
24.12167	0.37
24.12333	0.375
24.125	0.39
24.12667	0.388
24.12833	0.375
24.13	0.379
24.13167	0.392
24.13333	0.386
24.135	0.373
24.13667	0.376
24.13833	0.389
24.14	0.386
24.14167	0.376
24.14333	0.382
24.145	0.396
24.14667	0.389
24.14833	0.373
24.15	0.381
24.15167	0.399
24.15333	0.396
24.155	0.381
24.15667	0.383
24.15833	0.395
24.16	0.39
24.16167	0.376
24.16333	0.38
24.165	0.391
24.16667	0.382
24.16833	0.367
24.17	0.372
24.17167	0.385
24.17333	0.382
24.175	0.365
24.17667	0.369
24.17833	0.384
24.18	0.383
24.18167	0.373
24.18333	0.376
24.185	0.389
24.18667	0.389
24.18833	0.377
24.19	0.377
24.19167	0.39
24.19333	0.386
24.195	0.373
24.19667	0.377
24.19833	0.393
24.2	0.391
24.20167	0.38
24.20333	0.382
24.205	0.394
24.20667	0.392
24.20833	0.377
24.21	0.378
24.21167	0.395
24.21333	0.392
24.215	0.377
24.21667	0.379
24.21833	0.392
24.22	0.391
24.22167	0.376
24.22333	0.379
24.225	0.391
24.22667	0.388
24.22833	0.374
24.23	0.378
24.23167	0.389
24.23333	0.382
24.235	0.369
24.23667	0.37
24.23833	0.381
24.24	0.379
24.24167	0.367
24.24333	0.372
24.245	0.387
24.24667	0.38
24.24833	0.364
24.25	0.368
24.25167	0.386
24.25333	0.386
24.255	0.373
24.25667	0.377
24.25833	0.392
24.26	0.388
24.26167	0.374
24.26333	0.378
24.265	0.393
24.26667	0.392
24.26833	0.379
24.27	0.381
24.27167	0.396
24.27333	0.392
24.275	0.378
24.27667	0.381
24.27833	0.395
24.28	0.391
24.28167	0.378
24.28333	0.38
24.285	0.394
24.28667	0.392
24.28833	0.377
24.29	0.378
24.29167	0.39
24.29333	0.384
24.295	0.375
24.29667	0.378
24.29833	0.395
24.3	0.393
24.30167	0.379
24.30333	0.377
24.305	0.392
24.30667	0.392
24.30833	0.378
24.31	0.379
24.31167	0.394
24.31333	0.391
24.315	0.381
24.31667	0.383
24.31833	0.401
24.32	0.403
24.32167	0.389
24.32333	0.388
24.325	0.402
24.32667	0.4
24.32833	0.384
24.33	0.382
24.33167	0.392
24.33333	0.392
24.335	0.382
24.33667	0.386
24.33833	0.399
24.34	0.396
24.34167	0.381
24.34333	0.381
24.345	0.394
24.34667	0.392
24.34833	0.38
24.35	0.381
24.35167	0.395
24.35333	0.393
24.355	0.381
24.35667	0.382
24.35833	0.396
24.36	0.394
24.36167	0.381
24.36333	0.38
24.365	0.393
24.36667	0.393
24.36833	0.382
24.37	0.382
24.37167	0.396
24.37333	0.393
24.375	0.378
24.37667	0.377
24.37833	0.392
24.38	0.392
24.38167	0.382
24.38333	0.381
24.385	0.395
24.38667	0.394
24.38833	0.378
24.39	0.378
24.39167	0.395
24.39333	0.393
24.395	0.38
24.39667	0.38
24.39833	0.395
24.4	0.395
24.40167	0.382
24.40333	0.381
24.405	0.398
24.40667	0.4
24.40833	0.385
24.41	0.381
24.41167	0.395
24.41333	0.391
24.415	0.377
24.41667	0.377
24.41833	0.396
24.42	0.394
24.42167	0.379
24.42333	0.377
24.425	0.392
24.42667	0.394
24.42833	0.38
24.43	0.379
24.43167	0.397
24.43333	0.401
24.435	0.388
24.43667	0.384
24.43833	0.397
24.44	0.399
24.44167	0.388
24.44333	0.391
24.445	0.405
24.44667	0.406
24.44833	0.393
24.45	0.391
24.45167	0.404
24.45333	0.401
24.455	0.389
24.45667	0.391
24.45833	0.404
24.46	0.403
24.46167	0.389
24.46333	0.385
24.465	0.398
24.46667	0.399
24.46833	0.384
24.47	0.38
24.47167	0.396
24.47333	0.399
24.475	0.383
24.47667	0.379
24.47833	0.395
24.48	0.397
24.48167	0.382
24.48333	0.377
24.485	0.394
24.48667	0.397
24.48833	0.387
24.49	0.384
24.49167	0.399
24.49333	0.403
24.495	0.392
24.49667	0.388
24.49833	0.4
24.5	0.397
24.50167	0.386
24.50333	0.38
24.505	0.394
24.50667	0.395
24.50833	0.381
24.51	0.377
24.51167	0.393
24.51333	0.394
24.515	0.382
24.51667	0.381
24.51833	0.396
24.52	0.398
24.52167	0.389
24.52333	0.386
24.525	0.399
24.52667	0.4
24.52833	0.388
24.53	0.386
24.53167	0.401
24.53333	0.403
24.535	0.394
24.53667	0.391
24.53833	0.404
24.54	0.404
24.54167	0.389
24.54333	0.384
24.545	0.398
24.54667	0.4
24.54833	0.39
24.55	0.383
24.55167	0.398
24.55333	0.4
24.555	0.39
24.55667	0.384
24.55833	0.397
24.56	0.399
24.56167	0.387
24.56333	0.38
24.565	0.394
24.56667	0.394
24.56833	0.385
24.57	0.381
24.57167	0.396
24.57333	0.399
24.575	0.387
24.57667	0.378
24.57833	0.393
24.58	0.396
24.58167	0.385
24.58333	0.379
24.585	0.395
24.58667	0.4
24.58833	0.393
24.59	0.391
24.59167	0.408
24.59333	0.406
24.595	0.39
24.59667	0.381
24.59833	0.394
24.6	0.395
24.60167	0.386
24.60333	0.385
24.605	0.401
24.60667	0.403
24.60833	0.395
24.61	0.39
24.61167	0.409
24.61333	0.41
24.615	0.392
24.61667	0.384
24.61833	0.399
24.62	0.402
24.62167	0.389
24.62333	0.381
24.625	0.393
24.62667	0.396
24.62833	0.387
24.63	0.382
24.63167	0.397
24.63333	0.401
24.635	0.392
24.63667	0.384
24.63833	0.396
24.64	0.4
24.64167	0.388
24.64333	0.381
24.645	0.398
24.64667	0.399
24.64833	0.389
24.65	0.383
24.65167	0.398
24.65333	0.404
24.655	0.392
24.65667	0.385
24.65833	0.4
24.66	0.408
24.66167	0.396
24.66333	0.388
24.665	0.403
24.66667	0.405
24.66833	0.395
24.67	0.385
24.67167	0.399
24.67333	0.406
24.675	0.398
24.67667	0.389
24.67833	0.404
24.68	0.409
24.68167	0.397
24.68333	0.386
24.685	0.398
24.68667	0.4
24.68833	0.389
24.69	0.381
24.69167	0.395
24.69333	0.401
24.695	0.389
24.69667	0.382
24.69833	0.398
24.7	0.401
24.70167	0.392
24.70333	0.385
24.705	0.399
24.70667	0.405
24.70833	0.393
24.71	0.381
24.71167	0.391
24.71333	0.396
24.715	0.386
24.71667	0.378
24.71833	0.391
24.72	0.397
24.72167	0.388
24.72333	0.376
24.725	0.389
24.72667	0.398
24.72833	0.39
24.73	0.381
24.73167	0.393
24.73333	0.398
24.735	0.391
24.73667	0.386
24.73833	0.403
24.74	0.409
24.74167	0.398
24.74333	0.389
24.745	0.398
24.74667	0.404
24.74833	0.394
24.75	0.385
24.75167	0.396
24.75333	0.401
24.755	0.391
24.75667	0.382
24.75833	0.395
24.76	0.4
24.76167	0.386
24.76333	0.375
24.765	0.388
24.76667	0.394
24.76833	0.384
24.77	0.373
24.77167	0.388
24.77333	0.397
24.775	0.389
24.77667	0.38
24.77833	0.397
24.78	0.405
24.78167	0.395
24.78333	0.386
24.785	0.398
24.78667	0.406
24.78833	0.397
24.79	0.388
24.79167	0.402
24.79333	0.408
24.795	0.4
24.79667	0.39
24.79833	0.404
24.8	0.412
24.80167	0.405
24.80333	0.397
24.805	0.407
24.80667	0.415
24.80833	0.405
24.81	0.393
24.81167	0.403
24.81333	0.404
24.815	0.394
24.81667	0.388
24.81833	0.405
24.82	0.413
24.82167	0.402
24.82333	0.392
24.825	0.405
24.82667	0.412
24.82833	0.398
24.83	0.387
24.83167	0.401
24.83333	0.41
24.835	0.401
24.83667	0.394
24.83833	0.406
24.84	0.41
24.84167	0.398
24.84333	0.391
24.845	0.407
24.84667	0.415
24.84833	0.406
24.85	0.397
24.85167	0.41
24.85333	0.414
24.855	0.404
24.85667	0.393
24.85833	0.403
24.86	0.41
24.86167	0.401
24.86333	0.388
24.865	0.398
24.86667	0.404
24.86833	0.4
24.87	0.391
24.87167	0.4
24.87333	0.406
24.875	0.398
24.87667	0.387
24.87833	0.4
24.88	0.406
24.88167	0.396
24.88333	0.387
24.885	0.4
24.88667	0.408
24.88833	0.402
24.89	0.39
24.89167	0.402
24.89333	0.411
24.895	0.404
24.89667	0.395
24.89833	0.407
24.9	0.414
24.90167	0.403
24.90333	0.389
24.905	0.4
24.90667	0.41
24.90833	0.405
24.91	0.394
24.91167	0.406
24.91333	0.415
24.915	0.402
24.91667	0.393
24.91833	0.411
24.92	0.418
24.92167	0.408
24.92333	0.396
24.925	0.404
24.92667	0.412
24.92833	0.402
24.93	0.39
24.93167	0.402
24.93333	0.409
24.935	0.404
24.93667	0.397
24.93833	0.411
24.94	0.419
24.94167	0.407
24.94333	0.395
24.945	0.407
24.94667	0.416
24.94833	0.413
24.95	0.404
24.95167	0.415
24.95333	0.423
24.955	0.415
24.95667	0.403
24.95833	0.409
24.96	0.414
24.96167	0.405
24.96333	0.395
24.965	0.407
24.96667	0.412
24.96833	0.403
24.97	0.39
24.97167	0.398
24.97333	0.407
24.975	0.399
24.97667	0.391
24.97833	0.403
24.98	0.413
24.98167	0.406
24.98333	0.395
24.985	0.408
24.98667	0.417
24.98833	0.411
24.99	0.399
24.99167	0.412
24.99333	0.422
24.995	0.413
24.99667	0.399
24.99833	0.408
25	0.417
25.00167	0.411
25.00333	0.399
25.005	0.406
25.00667	0.414
25.00833	0.407
25.01	0.396
25.01167	0.406
25.01333	0.415
25.015	0.405
25.01667	0.392
25.01833	0.403
25.02	0.411
25.02167	0.404
25.02333	0.39
25.025	0.398
25.02667	0.411
25.02833	0.408
25.03	0.397
25.03167	0.408
25.03333	0.421
25.035	0.414
25.03667	0.398
25.03833	0.408
25.04	0.419
25.04167	0.409
25.04333	0.396
25.045	0.405
25.04667	0.416
25.04833	0.411
25.05	0.402
25.05167	0.411
25.05333	0.42
25.055	0.412
25.05667	0.399
25.05833	0.406
25.06	0.412
25.06167	0.407
25.06333	0.398
25.065	0.407
25.06667	0.413
25.06833	0.404
25.07	0.391
25.07167	0.399
25.07333	0.407
25.075	0.398
25.07667	0.385
25.07833	0.395
25.08	0.41
25.08167	0.405
25.08333	0.391
25.085	0.399
25.08667	0.407
25.08833	0.4
25.09	0.389
25.09167	0.399
25.09333	0.409
25.095	0.404
25.09667	0.39
25.09833	0.398
25.1	0.409
25.10167	0.405
25.10333	0.396
25.105	0.409
25.10667	0.417
25.10833	0.413
25.11	0.401
25.11167	0.411
25.11333	0.421
25.115	0.414
25.11667	0.403
25.11833	0.415
25.12	0.428
25.12167	0.424
25.12333	0.409
25.125	0.412
25.12667	0.421
25.12833	0.416
25.13	0.405
25.13167	0.412
25.13333	0.419
25.135	0.414
25.13667	0.4
25.13833	0.412
25.14	0.421
25.14167	0.417
25.14333	0.404
25.145	0.41
25.14667	0.419
25.14833	0.415
25.15	0.402
25.15167	0.408
25.15333	0.416
25.155	0.409
25.15667	0.396
25.15833	0.404
25.16	0.413
25.16167	0.409
25.16333	0.399
25.165	0.408
25.16667	0.418
25.16833	0.412
25.17	0.4
25.17167	0.411
25.17333	0.424
25.175	0.421
25.17667	0.407
25.17833	0.413
25.18	0.421
25.18167	0.415
25.18333	0.402
25.185	0.409
25.18667	0.423
25.18833	0.418
25.19	0.402
25.19167	0.406
25.19333	0.417
25.195	0.413
25.19667	0.398
25.19833	0.403
25.2	0.415
25.20167	0.412
25.20333	0.398
25.205	0.408
25.20667	0.42
25.20833	0.417
25.21	0.404
25.21167	0.41
25.21333	0.423
25.215	0.418
25.21667	0.406
25.21833	0.412
25.22	0.422
25.22167	0.416
25.22333	0.4
25.225	0.404
